entry	PH	PHC	PHR	EH	EHC	EHR	DT	DTC	DTR	YP	YPC	YPR	Yrad	YCrad	YRrad
1_1	179.8385	188.3398	171.3372	106.6041	115.4041	97.8041	77.7476	68.0049	87.4903	48.2724	59.1726	37.3722	6.8461	7.7057	5.9865
1_15	135.4811	136.5768	134.3854	76.4743	79.218	73.7306	77.6025	66.33622	88.86878	65.3547	62.775	67.9344	7.986	7.786	8.186
1_23	182.5484	178.1793	186.9175	111.0571	112.216	109.8982	78.2439	67.3966	89.0912	85.6399	96.7214	74.5584	9.2103	9.8547	8.5659
1_25	206.419	221.6619	191.1761	119.7299	130.9071	108.5527	77.5949	68.5955	86.5943	59.6785	63.1789	56.1781	7.6833	7.95906	7.40754
1_3	160.5886	164.3401	156.8371	73.271	73.0715	73.4705	72.0043	59.296	84.7126	51.077	52.67734	49.47666	7.0524	7.1407	6.9641
1_30	169.8466	172.3723	167.3209	92.5918	90.3547	94.8289	77.3603	67.3196	87.401	34.9794	33.5206	36.4382	5.7228	5.5137	5.9319
1_31	204.5644	207.2433	201.8855	105.6987	102.7824	108.615	79.56	67.2998	91.8202	35.6821	46.9332	24.431	5.7618	6.7823	4.7413
1_32	165.8466	168.3723	163.3209	73.1411	66.8854	79.3968	73.3432	61.0697	85.6167	16.7508	18.646	14.8556	4.0228	4.3837	3.6619
1_39	146.5725	143.2759	149.8691	67.12	69.4675	64.7725	78.8258	67.599	90.0526	30.952	49.0331	12.8709	4.8682	6.8457	2.8907
1_44	184.5402	186.1466	182.9338	100.9566	94.8141	107.0991	72.2366	60.6172	83.856	26.3855	40.8579	11.9131	4.4788	6.102	2.8556
1_45	196.6127	201.4367	191.7887	96.3715	103.4735	89.2695	77.568	67.6806	87.4554	45.6628	39.1409	52.1847	6.5608	5.9769	7.1447
1_47	123.9192	129.6625	118.1759	69.3591	65.424	73.2942	75.8583	64.6898	87.0268	46.7329	42.8336	50.6322	6.8219	6.555	7.0888
1_66	165.0482	170.1786	159.9178	72.0571	73.216	70.8982	76.0953	67.4705	84.7201	37.1815	39.993	34.37	6.0653	6.34228	5.78832
1_80	178.371	172.4697	184.2723	97.9502	99.7883	96.1121	79.433	70.4886	88.3774	26.1683	23.3345	29.0021	5.0448	4.7824	5.3072
1_89	157.4435	154.7598	160.1272	93.422	90.6755	96.1685	71.905	60.1028	83.7072	23.191	19.4791	26.9029	4.724	4.4148	5.0332
1_94	139.2282	150.232	128.2244	62.2751	65.7547	58.7955	76.2356	63.0512	89.42	12.3604	13.201	11.5198	3.4108	3.56603	3.25557
10_10	190.4514	200.7913	180.1115	96.9249	103.6873	90.1625	80.5341	72.1387	88.9295	26.5874	29.6954	23.4794	5.10229	5.49669	4.70789
10_15	168.5321	176.1141	160.9501	80.1576	88.618	71.6972	77.5232	67.6211	87.4253	61.2968	56.8925	65.7011	7.7787	7.4982	8.0592
10_17	147.7499	145.9855	149.5143	70.6505	65.923	75.378	80.5596	67.8246	93.2946	54.5751	46.1745	62.9757	7.3515	6.786	7.917
10_18	202.4435	199.7598	205.1272	117.617	110.4557	124.7783	81.8807	71.6651	92.0963	35.7043	48.7566	22.652	5.7322	6.919	4.5454
10_21	191.9192	197.6625	186.1759	101.8621	107.4359	96.2883	83.5713	74.5136	92.629	41.0988	45.4317	36.7659	6.3543	6.723	5.9856
10_29	190.7095	199.8236	181.5954	109.8873	110.5368	109.2378	79.6324	68.18483	91.07997	79.6227	80.3974	78.848	8.7766	8.7396	8.8136
10_36	167.4595	171.8239	163.0951	100.4472	92.7765	108.1179	79.5377	68.15603	90.91937	36.5288	40.15	32.9076	5.9919	6.3621	5.6217
10_37	155.5484	151.1793	159.9175	80.3967	82.5744	78.219	76.8542	66.5432	87.1652	12.4374	15.0845	9.7903	3.377	3.9576	2.7964
10_38	163.895	168.5658	159.2242	80.5601	91.2279	69.8923	78.57636	68.83596	88.31676	17.3525	16.9639	17.7411	4.1122	4.1489	4.0755
10_41	151.5804	161.3074	141.8534	90.7111	98.8319	82.5903	78.9597	68.6535	89.2659	13.9126	21.3866	6.4386	3.3391	4.5427	2.1355
10_43	144.0805	144.3079	143.8531	84.1012	83.3923	84.8101	79.6198	69.0333	90.2063	11.971	15.0019	8.9401	3.3418	3.8876	2.796
10_47	188.9515	189.7918	188.1112	108.6041	117.4041	99.8041	80.8179	70.4594	91.1764	20.2744	30.8025	9.7463	4.0492	5.4538	2.6446
10_5	180.8064	175.2115	186.4013	106.5918	104.3547	108.8289	81.3035	72.0331	90.5739	35.2135	19.0467	51.3803	5.6105	4.1876	7.0334
10_8	189.4997	201.9847	177.0147	75.1641	75.6438	74.6844	79.6715	69.1383	90.2047	13.3065	17.1738	9.4392	3.5406	4.1826	2.8986
10_9	180.4837	185.9206	175.0468	103.271	103.0715	103.4705	77.261	66.4484	88.0736	41.6286	62.7323	20.5249	5.8859	7.7958	3.976
11_21	201.6934	203.7595	199.6273	142.1453	139.5686	144.722	79.3024	70.7732	87.8316	32.3952	19.9402	44.8502	5.4108	4.2631	6.5585
11_3	148.1933	159.759	136.6276	68.2269	69.8952	66.5586	77.8726	67.4838	88.2614	63.3061	53.0395	73.5727	7.8842	7.2233	8.5451
11_30	190.8035	199.8666	181.7404	85.4784	91.9012	79.0556	74.9061	63.9421	85.8701	32.7813	31.2589	34.3037	5.6919	5.6041	5.7797
11_32	176.274	185.0817	167.4663	87.7739	97.0833	78.4645	74.4651	63.6867	85.2435	103.5271	112.0038	95.0504	10.1054	10.5256	9.6852
11_39	142.0159	152.0494	131.9824	94.5853	100.3289	88.8417	79.271	69.1549	89.3871	11.502	15.2134	7.7906	3.2362	3.9485	2.5239
11_4	142.7901	149.1463	136.4339	75.4596	78.8259	72.0933	75.6944	63.4839	87.9049	12.7592	14.7419	10.7765	3.3894	3.8269	2.9519
11_49	193.911	205.6299	182.1921	108.8809	117.5111	100.2507	77.4703	68.3287	86.6119	77.6746	96.5598	58.7894	8.6676	9.8106	7.5246
11_52	177.911	189.6299	166.1921	101.3151	99.2478	103.3824	80.7292	70.2415	91.2169	39.0403	30.7089	47.3717	6.1959	5.5363	6.8555
11_55	159.766	165.0497	154.4823	60.9502	62.7883	59.1121	79.0955	69.5343	88.6567	66.0664	56.9378	75.195	8.1103	7.5553	8.6653
11_61	185.4677	183.8565	187.0789	94.0759	98.2913	89.8605	79.3234	69.2581	89.3887	50.8788	46.3399	55.4177	6.985	6.573	7.397
11_63	168.387	169.5338	167.2402	76.6482	83.5804	69.716	75.5173	64.9428	86.0918	9.3545	12.5598	6.1492	2.951	3.6371	2.2649
11_65	188.4112	190.6305	186.1919	92.1829	95.7191	88.6467	79.3505	67.803	90.898	160.1037	148.5471	171.6603	12.6445	12.1792	13.1098
11_7	90.49	89.9513	91.0287	39.8873	40.5368	39.2378	77.8383	68.2254	87.4512	17.0153	14.9455	19.0851	4.0859	3.8878	4.284
11_71	140.387	141.5338	139.2402	84.5289	81.1032	87.9546	81.7957	72.0624	91.529	35.4194	32.6915	38.1473	5.9604	5.7704	6.1504
11_74	140.9515	141.7918	140.1112	78.3674	81.7904	74.9444	75.9012	64.7463	87.0561	19.0227	16.7609	21.2845	4.3297	4.0985	4.5609
12_1	113.371	107.4697	119.2723	48.7868	42.1349	55.4387	70.4907	56.6897	84.2917	13.3988	13.3525	13.4451	3.6679	3.77273	3.56307
12_104	182.7258	179.8889	185.5627	89.8057	86.2102	93.4012	81.4806	72.2484	90.7128	37.1485	32.6763	41.6207	6.0173	5.641	6.3936
12_117	149.1773	153.6949	144.6597	57.2604	61.3626	53.1582	72.4613	58.8368	86.0858	50.2379	55.4644	45.0114	6.9401	7.2626	6.6176
12_21	125.0482	130.1786	119.9178	75.7804	77.1091	74.4517	77.5564	66.0857	89.0271	22.4004	22.2394	22.5614	4.7152	4.7862	4.6442
12_25	162.9917	171.9526	154.0308	64.4155	69.6497	59.1813	79.7419	68.5672	90.9166	55.2098	35.8943	74.5253	7.2121	5.8445	8.5797
12_34	170.7901	177.1463	164.4339	86.0571	87.216	84.8982	72.516	61.1195	83.9125	51.8571	49.9056	53.8086	7.1817	7.0685	7.2949
12_36	199.4193	195.663	203.1756	121.5853	127.3289	115.8417	78.2449	67.3718	89.118	44.0988	44.7872	43.4104	6.6297	6.7079	6.5515
12_37	154.1665	160.3184	148.0146	83.3926	81.8913	84.8939	72.1768	59.1348	85.2188	59.8012	66.1389	53.4635	7.6846	8.1254	7.2438
12_39	144.4353	147.7271	141.1435	74.1388	79.5428	68.7348	75.1708	61.0966	89.245	37.3786	40.9844	33.7728	6.0329	6.342	5.7238
12_40	180.6127	185.4367	175.7887	82.1265	76.4934	87.7596	71.1593	59.3615	82.9571	90.6279	92.8342	88.4216	9.4793	9.6096	9.349
12_41	196.9192	202.6625	191.1759	96.6482	103.5804	89.716	73.7814	60.9613	86.6015	64.1197	56.566	71.6734	7.9439	7.4483	8.4395
12_48	138.0727	125.2765	150.8689	60.0824	56.3171	63.8477	79.9814	68.8977	91.0651	23.9527	14.6223	33.2831	4.6896	3.7696	5.6096
12_66	140.403	148.5978	132.2082	64.0759	68.2913	59.8605	69.2357	56.0801	82.3913	13.0714	19.3672	6.7756	3.2991	4.3546	2.2436
12_84	140.9352	153.7266	128.1438	65.7739	75.0833	56.4645	74.5721	62.3804	86.7638	18.9287	20.4202	17.4372	4.268	4.465433	4.07057
12_86	172.8225	174.2757	171.3693	93.5225	98.0775	88.9675	74.1292	65.454	82.8044	37.8883	33.3642	42.4124	6.0438	5.6361	6.4515
13_107	160.9244	175.3501	146.4987	94.9878	102.9388	87.0368	79.2372	67.88377	90.59063	82.4594	92.1919	72.7269	9.0167	9.58	8.4534
13_21	145.8064	140.2115	151.4013	77.0824	73.3171	80.8477	78.1676	65.606	90.7292	23.4074	28.4826	18.3322	4.6815	5.2575	4.1055
13_22	166.1289	168.5014	163.7564	67.4408	67.7507	67.1309	77.518	65.1915	89.8445	64.2172	36.6783	91.7561	7.6274	5.7671	9.4877
13_23	187.7258	184.8889	190.5627	112.3403	105.3488	119.3318	72.897	59.2324	86.5616	84.7284	91.2456	78.2112	9.177	9.5621	8.7919
13_25	184.9838	180.9211	189.0465	102.1829	105.7191	98.6467	78.0592	67.77	88.3484	80.8068	70.4091	91.2045	8.8487	8.1905	9.5069
13_28	143.3547	149.4045	137.3049	63.8433	66.3606	61.326	75.7176	62.8045	88.6307	64.4654	75.9359	52.9949	7.937	8.6998	7.1742
13_3	194.7418	198.9529	190.5307	94.5853	100.3289	88.8417	78.5299	67.06804	89.99176	37.0474	45.1427	28.9521	5.9893	6.7204	5.2582
13_30	167.8708	171.4691	164.2725	92.6735	94.68144	90.66556	77.9755	67.0094	88.9416	39.4015	49.0612	29.7418	5.9455	6.6992	5.1918
13_31	180.6288	192.5009	168.7567	97.4532	108.8002	86.1062	79.4526	70.3762	88.529	40.1641	44.6709	35.6573	6.2981	6.6868	5.9094
13_33	107.34	106.3417	108.3383	52.422	49.6755	55.1685	71.9589	60.0083	83.9095	23.7159	21.1232	26.3086	4.8513	4.6215	5.0811
13_36	171.5405	154.1477	188.9333	85.9755	82.8894	89.0616	77.3137	67.9383	86.6891	68.3832	71.6539	65.1125	8.2583	8.49238	8.02422
13_4	189.0724	195.2754	182.8694	107.4155	112.6497	102.1813	78.1578	67.1899	89.1257	75.4051	76.5788	74.2314	8.6618	8.76559	8.55801
13_41	200.0645	193.2439	206.8851	100.2457	104.9705	95.5209	77.7651	67.266	88.2642	32.4965	40.6909	24.3021	5.4989	6.2748	4.723
13_5	181.9434	188.7593	175.1275	99.0947	106.3665	91.8229	75.2961	62.847	87.7452	49.3135	58.9623	39.6647	6.9071	7.6665	6.1477
13_60	167.4595	171.8239	163.0951	92.8286	95.9685	89.6887	70.8987	58.2001	83.5973	80.0781	95.3079	64.8483	8.8451	9.7453	7.9449
14_11	139.9273	139.6951	140.1595	81.0759	85.2913	76.8605	69.9334	58.1641	81.7027	20.3233	24.8934	15.7532	4.3665	5.0151	3.7179
14_12	122.9271	141.6941	104.1601	50.9878	58.9388	43.0368	74.4038	64.4548	84.3528	54.2583	73.6809	34.8357	7.0797	8.5451	5.6143
14_13	176.9032	175.5984	178.208	95.7363	98.9328	92.5398	72.416	59.2765	85.5555	25.9417	29.182	22.7014	5.0375	5.4104	4.6646
14_25	204.9434	211.7593	198.1275	114.0383	112.1408	115.9358	81.8963	73.2183	90.5743	67.9001	59.5969	76.2033	8.1907	7.6701	8.7113
14_32	176.419	191.6619	161.1761	90.2645	98.0457	82.4833	82.0542	71.0107	93.0977	22.5785	29.3264	15.8306	4.5552	5.394	3.7164
14_36	184.8656	179.7814	189.9498	100.2081	98.82	101.5962	77.7527	68.2945	87.2109	13.4462	12.7952	14.0972	3.626	3.6465	3.6055
14_39	152.0401	163.1461	140.9341	71.9061	75.6121	68.2001	71.2057	57.9268	84.4846	61.0424	46.5252	75.5596	7.6151	6.6064	8.6238
14_5	145.6127	150.4367	140.7887	75.9126	71.6379	80.1873	69.0883	56.4105	81.7661	64.1079	76.6156	51.6002	7.8996	8.7412	7.058
14_67	124.0805	124.3079	123.8531	61.6294	65.5052	57.7536	82.4552	73.2991	91.6113	49.5998	55.407	43.7926	6.787	7.09	6.484
14_70	199.516	200.0499	198.9821	94.4343	102.7249	86.1437	81.0704	70.8386	91.3022	55.8716	54.1065	57.6367	7.421	7.2974	7.5446
14_73	196.5804	206.3074	186.8534	116.9061	120.6121	113.2001	73.3744	60.4087	86.3401	54.0751	36.6294	71.5208	7.1735	5.9501	8.3969
14_84	153.7095	162.8236	144.5954	90.1641	90.6438	89.6844	78.9	66.96	90.84	70.1124	88.3489	51.8759	8.1903	9.346	7.0346
14_92	201.5804	211.3074	191.8534	98.4555	98.1428	98.7682	78.2047	69.487	86.9224	33.1574	24.7294	41.5854	5.6542	4.912	6.3964
14_93	189.0724	195.2754	182.8694	83.1829	86.7191	79.6467	78.3366	67.5067	89.1665	75.3586	82.2368	68.4804	8.6545	9.0675	8.2415
14_95	122.024	126.0819	117.9661	48.4784	54.9012	42.0556	72.8047	59.972	85.6374	21.1769	18.2197	24.1341	4.5513	4.2481	4.8545
15_1	203.0319	220.1134	185.9504	94.1576	102.618	85.6972	78.0689	66.1636	89.9742	75.8306	82.7532	68.908	8.675	9.0975	8.2525
15_103	183.879	181.5017	186.2563	87.0759	91.2913	82.8605	75.8016	64.6542	86.949	53.9333	66.9187	40.9479	7.2261	8.1826	6.2696
15_107	140.7258	137.8889	143.5627	71.5101	65.028	77.9922	82.8112	71.6318	93.9906	23.2688	19.7764	26.7612	4.7584	4.398	5.1188
15_111	174.0966	181.3721	166.8211	81.667	91.6556	71.6784	79.7552	70.774	88.7364	35.0568	28.3061	41.8075	5.8786	5.3513	6.4059
15_15	149.6771	163.6943	135.6599	72.3779	71.4992	73.2566	71.253	58.0486	84.4574	46.0349	60.2868	31.783	6.5555	7.6816	5.4294
15_22	169.3223	180.2751	158.3695	86.5037	88.0022	85.0052	79.2854	68.4666	90.1042	69.2204	67.6067	70.8341	8.3012	8.2126	8.3898
15_23	197.1988	198.4477	195.9499	76.0571	77.216	74.8982	75.4221	64.6872	86.157	41.5412	29.655	53.4274	6.3161	5.3702	7.262
15_24	160.5239	174.0814	146.9664	76.4091	89.6239	63.1943	78.1245	65.5284	90.7206	30.3172	35.2247	25.4097	5.4381	5.9563	4.9199
15_45	123.3951	118.5663	128.2239	68.2081	66.82	69.5962	74.3483	61.1236	87.573	64.0856	65.2493	62.9219	7.9713	8.08428	7.85832
15_6	209.54283	215.49043	203.59523	105.6	110.721	100.479	77.5741	67.8447	87.3035	45.2319	54.7317	35.7321	6.5897	7.3378	5.8416
15_73	154.0968	142.3731	165.8205	64.5918	62.3547	66.8289	75.7518	62.9723	88.5313	42.5601	30.1336	54.9866	6.3775	5.3967	7.3583
15_8	149.403	157.5978	141.2082	69.1388	74.5428	63.7348	73.5717	62.20136	84.94204	57.2287	61.0368	53.4206	7.5475	7.82701	7.26799
15_84	153.9192	159.6625	148.1759	84.4343	92.7249	76.1437	76.7478	68.6198	84.8758	11.1064	10.2994	11.9134	3.3042	3.2788	3.3296
15_9	112.4033	101.599	123.2076	62.617	55.4557	69.7783	77.2056	67.8235	86.5877	12.6452	10.0335	15.2569	3.503	3.291	3.715
15_93	141.6774	136.6954	146.6594	72.3403	65.3488	79.3318	77.7841	68.913	86.6552	20.5233	21.7453	19.3013	4.488	4.66624	4.30976
16_10	159.4997	171.9847	147.0147	89.12	91.4675	86.7725	77.3444	67.3216	87.3672	63.3276	73.6896	52.9656	7.8806	8.5863	7.1749
16_104	158.9999	161.98528	156.01452	83.5665	86.2536	80.8794	80.0533	68.9889	91.1177	33.0165	44.4055	21.6275	5.4815	6.5636	4.3994
16_22	150.4918	149.9531	151.0305	72.8497	67.3864	78.313	77.6457	67.0705	88.2209	44.4707	26.8923	62.0491	6.4212	5.0484	7.794
16_29	207.6585	210.2864	205.0306	85.6441	88.8972	82.391	78.6228	70.5514	86.6942	28.332	27.8118	28.8522	5.3055	5.2971	5.3139
16_51	164.6611	171.6302	157.692	80.7428	75.9587	85.5269	73.8166	61.7949	85.8383	19.2541	19.938	18.5702	4.3436	4.51604	4.17116
16_55	197.782	210.1137	185.4503	97.472	111.8754	83.0686	78.3108	67.4301	89.1915	34.909	37.1686	32.6494	5.7995	5.97584	5.62316
16_6	226.1773	230.6949	221.6597	117.0571	118.216	115.8982	77.6377	69.3866	85.8888	70.61	62.7153	78.5047	8.3143	7.7838	8.8448
16_75	159.2419	153.9534	164.5304	90.3967	92.5744	88.219	75.1588	63.3334	86.9842	50.4068	58.5342	42.2794	7.0382	7.6616	6.4148
16_81	191.2981	201.1783	181.4179	114.9878	122.9388	107.0368	76.4529	63.3933	89.5125	65.8715	65.8247	65.9183	8.0677	8.1117	8.0237
16_83	139.2014	144.7915	133.6113	62.9755	59.8894	66.0616	80.1276	69.5217	90.7335	13.4782	16.7575	10.1989	3.582	4.1402	3.0238
16_86	176.895	181.5658	172.2242	94.6735	96.68144	92.66556	76.1154	65.239	86.9918	21.4918	23.7572	19.2264	4.571	4.9006	4.2414
16_87	251.8385	260.3398	243.3372	122.3527	126.3983	118.3071	78.56935	69.48315	87.65555	98.839	119.9129	77.7651	9.7906	10.8913	8.6899
16_91	142.7901	149.1463	136.4339	71.8057	68.2102	75.4012	70.2219	56.1129	84.3309	60.1825	72.9044	47.4606	7.6241	8.526	6.7222
16_92	151.6611	158.6302	144.692	85.7363	88.9328	82.5398	72.8285	60.1083	85.5487	56.4335	61.3081	51.5589	7.4844	7.8405	7.1283
16_96	115.8871	107.5343	124.2399	65.026	52.0914	77.9606	82.0987	72.7253	91.4721	19.8415	13.1188	26.5642	4.2987	3.5218	5.0756
17_12	201.9192	207.6625	196.1759	119.6106	120.4299	118.7913	80.3684	69.6382	91.0986	68.6711	84.1953	53.1469	8.1054	9.1653	7.0455
17_35	193.4112	195.6305	191.1919	85.9314	84.7131	87.1497	74.2717	64.3383	84.2051	53.7237	55.6075	51.8399	7.2895	7.43191	7.14709
17_36	142.0645	135.2439	148.8851	65.1893	60.7448	69.6338	76.7078	64.6531	88.7625	25.906	28.3495	23.4625	5.0267	5.3303	4.7231
17_41	117.0159	127.0494	106.9824	54.5853	60.3289	48.8417	76.4529	60.9938	91.912	8.7987	11.0534	6.544	2.8388	3.3464	2.3312
17_43	141.5536	145.8669	137.2403	65.2122	67.5031	62.9213	74.0869	58.5626	89.6112	60.7889	51.9148	69.663	7.7396	7.1613	8.3179
17_44	152.2177	145.8567	158.5787	76.2774	68.0973	84.4575	76.0991	62.0195	90.1787	34.438	45.0681	23.8079	5.6748	6.6865	4.6631
17_51	116.895	121.5658	112.2242	60.7616	59.0339	62.4893	73.6723	61.5616	85.783	41.7325	49.1191	34.3459	6.3202	6.9004	5.74
17_54	160.1854	158.7274	161.6434	62.6106	63.4299	61.7913	78.1245	64.837	91.412	47.356	55.7002	39.0118	6.815	7.4823	6.1477
17_56	191.1289	193.5014	188.7564	84.2774	76.0973	92.4575	77.7883	65.0199	90.5567	114.9207	94.8972	134.9442	10.6243	9.6658	11.5828
17_59	155.3628	155.437	155.2886	60.7175	60.8576	60.5774	72.5385	58.71	86.367	18.2803	24.7775	11.7831	4.0403	4.916	3.1646
17_6	138.1289	140.5014	135.7564	81.6106	82.4299	80.7913	69.917	57.1254	82.7086	61.0907	60.4456	61.7358	7.8143	7.8065	7.8221
17_60	179.3386	178.3403	180.3369	87.0947	94.3665	79.8229	73.1526	61.4055	84.8997	45.9029	43.2614	48.5444	6.7725	6.6071	6.9379
17_62	169.5239	183.0814	155.9664	83.5037	85.0022	82.0052	73.8708	61.0692	86.6724	51.1205	56.1752	46.0658	7.0902	7.505	6.6754
17_65	201.5967	199.3726	203.8208	111.7616	110.0339	113.4893	74.33	61.7776	86.8824	65.8028	70.4226	61.183	8.0538	8.3489	7.7587
17_7	138.1289	140.5014	135.7564	57.8497	52.3864	63.313	75.3568	64.5269	86.1867	38.1304	40.8458	35.415	6.1345	6.39198	5.87702
18_10	123.0322	121.1146	124.9498	65.9314	64.7131	67.1497	72.7454	60.6001	84.8907	15.8231	15.4286	16.2176	3.7365	3.91872	3.554277
18_2	187.3223	198.2751	176.3695	93.8809	102.5111	85.2507	72.1635	59.5833	84.7437	63.299	79.0256	47.5724	7.5685	8.8061	6.3309
18_22	136.8225	138.2757	135.3693	77.9126	73.6379	82.1873	72.0264	56.9848	87.068	56.0755	51.2805	60.8705	7.3819	7.0294	7.7344
18_24	165.8064	160.2115	171.4013	92.9755	89.8894	96.0616	81.4952	71.6372	91.3532	23.0391	21.1842	24.894	4.8037	4.6676	4.9398
18_27	165.7738	184.0811	147.4665	79.3527	83.3983	75.3071	70.3009	56.3393	84.2625	54.7399	55.5023	53.9775	7.3852	7.4669	7.3035
18_29	197.5644	200.2433	194.8855	93.2017	99.7943	86.6091	78.381	67.5851	89.1769	74.3291	81.6095	67.0487	8.5905	9.0514	8.1296
18_3	219.9192	225.6625	214.1759	112.1012	111.3923	112.8101	74.8779	64.5239	85.2319	117.3867	131.47	103.3034	10.7494	11.4174	10.0814
18_31	137.8091	136.5554	139.0628	74.64	74.2141	75.0659	76.8982	67.4013	86.3951	16.9286	14.8989	18.9583	4.092	3.903	4.281
18_33	112.1371	108.5341	115.7401	68.1265	62.4934	73.7596	78.3634	67.5977	89.1291	35.6023	23.1882	48.0164	5.7954	4.7249	6.8659
18_36	183.6101	184.0929	183.1273	109.1934	108.4279	109.9589	80.7845	69.7861	91.7829	13.8306	12.4335	15.2277	3.6886	3.5634	3.8138
18_4	171.9434	178.7593	165.1275	94.271	94.0715	94.4705	74.4316	60.499	88.3642	75.8485	73.0695	78.6275	8.7019	8.5316	8.8722
18_57	173.3305	178.3077	168.3533	85.3779	84.4992	86.2566	78.7834	71.0657	86.5011	87.1213	82.5955	91.6471	9.3159	9.0781	9.5537
18_60	102.98	98.9173	107.0427	53.4849	51.927	55.0428	77.2887	62.6549	91.9225	19.8579	25.1743	14.5415	4.3349	5.0155	3.6543
18_61	157.8868	168.5331	147.2405	98.0695	110.2655	85.8735	80.2239	69.4122	91.0356	39.1672	39.3627	38.9717	6.1551	6.1657	6.1445
18_66	198.274	207.0817	189.4663	78.8621	84.4359	73.2883	79.9429	68.1139	91.7719	31.5395	41.5875	21.4915	5.3287	6.2428	4.4146
18_9	135.3468	128.3729	142.3207	64.5918	62.3547	66.8289	70.1563	56.7736	83.539	41.6373	36.0861	47.1885	6.3514	5.9117	6.7911
19_1	154.1933	165.759	142.6276	110.4784	116.9012	104.0556	78.3274	69.0892	87.5656	36.1672	29.0592	43.2752	5.9138	5.3056	6.522
19_14	165.4272	174.6946	156.1598	79.9061	83.6121	76.2001	76.8356	68.8246	84.8466	78.4323	77.4563	79.4083	8.797	8.7275	8.8665
19_15	172.1775	157.6959	186.6591	78.3844	69.5251	87.2437	73.2155	56.7815	89.6495	63.9456	60.6456	67.2456	7.9111	7.6885	8.1337
19_18	112.7901	119.1463	106.4339	51.8245	51.2854	52.3636	74.3735	58.9456	89.8014	22.3144	24.0111	20.6177	4.6165	4.9202	4.3128
19_19	138.387	139.5338	137.2402	89.9314	88.7131	91.1497	78.2434	67.4461	89.0407	38.8723	40.5938	37.1508	6.204	6.36242	6.04558
19_2	195.6934	197.7595	193.6273	119.3779	118.4992	120.2566	75.0743	60.1417	90.0069	116.0962	141.7093	90.4831	10.6263	11.8677	9.3849
19_23	138.371	132.4697	144.2723	80.4472	72.7765	88.1179	75.1896	62.5868	87.7924	38.4948	31.7158	45.2738	6.1344	5.6016	6.6672
19_29	163.516	164.0499	162.9821	105.422	102.6755	108.1685	77.6597	66.34162	88.97778	38.6048	32.6826	44.527	6.1023	5.6222	6.5824
19_30	149.5239	163.0814	135.9664	82.4532	93.8002	71.1062	72.1148	58.0453	86.1843	30.6681	38.0275	23.3087	5.3911	6.0941	4.6881
19_33	179.274	188.0817	170.4663	96.5037	98.0022	95.0052	75.9071	59.9551	91.8591	82.956	96.1881	69.7239	9.0341	9.8065	8.2617
19_36	195.3063	199.211	191.4016	101.3339	102.323	100.3448	73.5629	63.6055	83.5203	145.1837	155.5985	134.7689	12.02	12.4609	11.5791
19_37	127.5644	130.2433	124.8855	58.7804	60.1091	57.4517	70.5583	56.071	85.0456	54.5968	49.8264	59.3672	7.3731	7.0645	7.6817
19_38	141.3707	154.4685	128.2729	60.2081	58.82	61.5962	72.3764	58.4002	86.3526	24.2029	34.5446	13.8612	4.5986	5.814	3.3832
19_40	166.4353	169.7271	163.1435	90.4596	93.8259	87.0933	74.4157	64.433	84.3984	55.4823	50.6941	60.2705	7.4087	7.0928	7.7246
19_41	222.5886	226.3401	218.8371	119.8433	122.3606	117.326	79.0989	68.0397	90.1581	74.1117	94.7053	53.5181	8.3977	9.6622	7.1332
19_44	226.2177	219.8567	232.5787	138.271	138.0715	138.4705	78.18	68.0541	88.3059	75.1735	79.2533	71.0937	8.6298	8.90246	8.35714
2_11	140.9515	141.7918	140.1112	78.9566	72.8141	85.0991	78.9156	68.5671	89.2641	11.8343	14.5439	9.1247	3.2969	3.8462	2.7476
2_14	112.0805	112.3079	111.8531	47.6106	48.4299	46.7913	77.4032	65.8423	88.9641	18.4702	19.3839	17.5565	4.2433	4.43215	4.05445
2_15	130.6529	143.5975	117.7083	70.1641	70.6438	69.6844	80.1093	69.8619	90.3567	30.6827	42.9102	18.4552	5.24644	6.48294	4.00994
2_28	145.2903	142.1469	148.4337	61.7804	63.1091	60.4517	71.5125	57.7043	85.3207	82.5538	88.1671	76.9405	9.0585	9.3955	8.7215
2_46	150.7901	157.1463	144.4339	82.1829	85.7191	78.6467	76.6388	63.798	89.4796	25.8069	33.9251	17.6887	4.8168	5.6362	3.9974
2_54	137.8062	151.2105	124.4019	56.3274	65.2972	47.3576	75.6122	62.6252	88.5992	35.2645	33.7056	36.8234	5.8905	5.7647	6.0163
2_59	131.6666	128.3189	135.0143	71.9901	68.2814	75.6988	69.6772	58.24343	81.11097	33.1162	27.0199	39.2125	5.6763	5.1504	6.2022
2_6	170.2096	169.8242	170.595	90.919	78.6637	103.1743	74.968	64.6418	85.2942	13.3223	13.5236	13.121	3.6166	3.75624	3.47696
2_61	124.1773	128.6949	119.6597	54.6359	50.531	58.7408	73.8955	60.2785	87.5125	21.5122	22.7916	20.2328	4.5282	4.8182	4.2382
2_62	139.9597	134.8245	145.0949	69.0007	60.9904	77.011	77.7031	64.159	91.2472	13.6697	12.1694	15.17	3.7513	3.6533	3.8493
2_67	114.9999	117.98528	112.01452	56.2081	54.82	57.5962	73.5868	62.9792	84.1944	47.7322	58.3315	37.1329	6.7943	7.6275	5.9611
